zip_code,asian_ratio,white_ratio,black_ratio,age,income
59485,0.000000,0.976695,0.000000,58.6,27426
71823,0.000000,0.893617,0.000000,59.4,18958
39347,0.000000,0.389987,0.610013,48.8,14767
74875,0.000000,0.889135,0.000000,37.5,26205
69219,0.000000,0.952096,0.000000,26.4,22318
28647,0.000000,1.000000,0.000000,48.5,
45808,0.000000,0.982143,0.000000,32.3,27000
78615,0.000000,0.970999,0.016112,46.9,30046
24076,0.000000,0.988604,0.000000,56.4,21897
29664,0.000000,0.994083,0.000000,54.2,16721
25075,0.000000,1.000000,0.000000,50.8,17367
52158,0.000000,0.978632,0.000000,53.3,20855
88022,0.000000,0.975649,0.003247,51.8,18465
30411,0.000000,0.509018,0.490982,37.1,21524
98624,0.000000,0.928490,0.011918,39.1,26262
62601,0.000000,0.986254,0.013746,53,40938
12429,0.000000,1.000000,0.000000,49.1,55625
72142,0.000000,0.709805,0.267963,46.5,27424
28424,0.000000,0.255319,0.744681,47.3,16667
26320,0.000000,0.995008,0.000000,55.6,24609
05825,0.000000,1.000000,0.000000,54.8,26625
38850,0.000000,0.697091,0.278502,36.3,20456
43760,0.000000,0.962336,0.005078,38.2,31203
25843,0.000000,1.000000,0.000000,51.7,30229
04284,0.000000,1.000000,0.000000,51.6,33533
72166,0.000000,1.000000,0.000000,49.9,25147
48636,0.000000,0.930137,0.000000,54.7,26146
77483,0.000000,0.869863,0.000000,19,
14841,0.000000,0.980932,0.000000,63.1,21522
03229,0.000000,0.969184,0.006947,48.1,41770
78609,0.000000,0.984600,0.000000,60.9,20735
87941,0.000000,0.951496,0.000000,21.7,10723
82222,0.000000,1.000000,0.000000,51.6,30882
59932,0.000000,0.990132,0.000000,55.4,38194
33960,0.000000,0.981030,0.000000,56,22857
62458,0.000000,0.993350,0.000000,45.8,22421
23359,0.000000,0.574766,0.398364,35.2,30795
54531,0.000000,0.980851,0.000000,53.5,26896
66781,0.000000,0.967630,0.000000,51.6,25333
32096,0.000000,0.754234,0.207990,55.5,20603
54726,0.000000,0.988102,0.004533,38,26940
43103,0.000000,0.968603,0.001538,36.5,35261
83355,0.000000,0.923586,0.000000,33.3,21448
13678,0.000000,1.000000,0.000000,33.8,33370
28670,0.000000,0.959223,0.014147,36,25787
96061,0.000000,1.000000,0.000000,67.8,42361
02650,0.000000,0.971302,0.028698,64.2,43438
62320,0.000000,0.966226,0.000000,47.3,22363
31795,0.000000,0.737924,0.252989,34.7,20088
03854,0.000000,1.000000,0.000000,60.1,54188
67515,0.000000,1.000000,0.000000,55.6,
65752,0.000000,0.962687,0.000000,54.6,24609
65762,0.000000,1.000000,0.000000,52.2,19309
78164,0.000000,0.846129,0.020013,55.9,24591
73487,0.000000,0.034483,0.931034,45.8,13194
41825,0.000000,1.000000,0.000000,38.2,
66966,0.000000,0.977778,0.000000,46.6,28125
06060,0.000000,0.974557,0.008481,38.4,52569
83533,0.000000,1.000000,0.000000,47.8,33750
38633,0.000000,0.823031,0.173978,45.4,14880
44682,0.000000,0.973346,0.013820,38.1,31024
58348,0.000000,0.955941,0.000000,47.4,31295
86016,0.000000,0.000000,0.000000,57.4,11250
17037,0.000000,0.991992,0.000000,39,25185
31328,0.000000,0.967606,0.016620,52.4,39258
22530,0.000000,1.000000,0.000000,31.4,
70774,0.000000,0.987917,0.002344,36.4,36488
76641,0.000000,0.881222,0.033371,46,19835
29379,0.000000,0.629532,0.337699,43.4,20791
59452,0.000000,0.978814,0.000000,54.1,27619
01929,0.000000,0.992135,0.000000,46.3,46319
58540,0.000000,0.803061,0.021345,47.7,30801
58357,0.000000,0.343575,0.000000,22.9,30781
68766,0.000000,0.979245,0.000000,48.1,26346
61007,0.000000,0.989919,0.000000,52.3,28571
24729,0.000000,1.000000,0.000000,47,13500
31055,0.000000,0.485645,0.467717,39.6,17382
45673,0.000000,0.956311,0.000000,32.2,31500
75450,0.000000,0.768786,0.000000,32.9,35833
93432,0.000000,0.943434,0.000000,57.4,30766
23486,0.000000,1.000000,0.000000,64.3,
14861,0.000000,1.000000,0.000000,48.7,29440
57251,0.000000,0.938776,0.000000,57.1,22917
95930,0.000000,0.967033,0.000000,29.9,21424
17260,0.000000,1.000000,0.000000,48.2,23814
36529,0.000000,0.834437,0.112583,72.7,
63830,0.000000,0.693956,0.286606,39.1,19293
89422,0.000000,1.000000,0.000000,58.4,
70391,0.000000,0.561224,0.438776,47.3,
21864,0.000000,0.641196,0.333333,28.1,30216
76429,0.000000,1.000000,0.000000,51.7,43281
50527,0.000000,1.000000,0.000000,41.2,27228
77976,0.000000,0.831461,0.078652,56,
12734,0.000000,0.952236,0.000000,34.6,30505
25090,0.000000,1.000000,0.000000,58.8,17750
49948,0.000000,0.975556,0.000000,57.9,20278
72464,0.000000,0.892857,0.000000,34.8,13906
76686,0.000000,0.842105,0.143541,37.2,29583
67018,0.000000,1.000000,0.000000,33.4,14432
04343,0.000000,1.000000,0.000000,58.7,
66955,0.000000,0.944444,0.000000,47.3,25833
38841,0.000000,0.672599,0.201142,34.2,20743
25432,0.000000,1.000000,0.000000,61.4,22917
48650,0.000000,0.976314,0.007079,44.6,25949
38772,0.000000,0.115044,0.884956,37.6,
98330,0.000000,0.470000,0.000000,64.1,
38578,0.000000,1.000000,0.000000,80.2,24583
77663,0.000000,1.000000,0.000000,49.9,22898
46146,0.000000,1.000000,0.000000,24.6,27885
13461,0.000000,0.979044,0.018337,46.9,30320
64166,0.000000,1.000000,0.000000,61.1,48194
12416,0.000000,0.438462,0.000000,36.5,25240
53928,0.000000,1.000000,0.000000,32.3,28750
47437,0.000000,1.000000,0.000000,63.8,
81527,0.000000,0.992911,0.006582,48,38162
15750,0.000000,0.954654,0.000000,36.4,13712
46920,0.000000,0.988626,0.000000,39.5,37196
59250,0.000000,0.986207,0.000000,54.7,21000
02725,0.000000,0.970648,0.018753,52.7,25119
55749,0.000000,0.930070,0.016317,52.5,29125
93043,0.000000,0.721763,0.000000,26.3,15802
59012,0.000000,0.497992,0.000000,35.3,28295
96110,0.000000,0.969512,0.000000,55.8,23393
72435,0.000000,0.992718,0.000000,50.8,22644
66501,0.000000,0.877150,0.000000,30.9,28125
74460,0.000000,0.815287,0.012739,57.2,15536
12187,0.000000,1.000000,0.000000,50.9,29555
58570,0.000000,0.875862,0.002299,37.9,32875
58544,0.000000,1.000000,0.000000,50.2,30341
23177,0.000000,0.408377,0.591623,57.7,44107
63665,0.000000,0.917949,0.000000,52.3,23688
35745,0.000000,1.000000,0.000000,61.2,20000
26361,0.000000,0.992278,0.007722,51.3,20174
62975,0.000000,1.000000,0.000000,36.9,19306
95720,0.000000,0.928571,0.000000,63.3,31250
34289,0.000000,0.982940,0.000000,49.3,27248
15832,0.000000,1.000000,0.000000,56.9,22917
27813,0.000000,0.611688,0.348052,28.6,20417
52576,0.000000,1.000000,0.000000,56.9,25054
25607,0.000000,0.944867,0.034221,37.4,22582
97442,0.000000,0.895428,0.000000,50.3,22829
16948,0.000000,0.958358,0.011303,36.4,21628
45131,0.000000,0.897119,0.000000,50.4,22159
88121,0.000000,0.778947,0.000000,57.8,27917
66026,0.000000,0.755943,0.099842,38.6,27379
63536,0.000000,0.997917,0.000000,38.6,27656
31303,0.000000,0.742037,0.250098,36.7,26597
23004,0.000000,0.592040,0.374378,48.9,18953
25086,0.000000,0.954667,0.005333,55.7,19353
59243,0.000000,1.000000,0.000000,47.6,26250
21617,0.000000,0.906569,0.078947,42.2,40000
29743,0.000000,0.976059,0.000000,42.2,19583
43536,0.000000,1.000000,0.000000,35.8,33424
57560,0.000000,0.280412,0.000000,26.8,15469
25108,0.000000,1.000000,0.000000,54.9,16714
53802,0.000000,1.000000,0.000000,66.3,14792
27825,0.000000,0.890625,0.109375,59.6,12857
98833,0.000000,0.968354,0.000000,50.5,
48614,0.000000,0.962549,0.000000,39.1,25172
58793,0.000000,0.952675,0.026749,53.3,28295
59010,0.000000,1.000000,0.000000,53.8,35156
24089,0.000000,0.647242,0.260146,47.4,18402
99550,0.000000,0.266355,0.009346,49,16484
15411,0.000000,1.000000,0.000000,54.2,27632
12459,0.000000,1.000000,0.000000,63.7,38843
36783,0.000000,0.520871,0.431942,53.5,16688
04421,0.000000,0.974138,0.000000,21.2,7000
14585,0.000000,1.000000,0.000000,67.6,29432
41231,0.000000,1.000000,0.000000,41.5,17596
75437,0.000000,0.984270,0.000000,48.9,29167
30522,0.000000,1.000000,0.000000,57.3,20040
47649,0.000000,0.991026,0.000000,44.6,30750
59433,0.000000,0.954802,0.000000,52.7,25699
22730,0.000000,0.779592,0.220408,50.1,31383
88042,0.000000,0.971014,0.000000,64.3,
52249,0.000000,0.976119,0.000000,50.3,31076
99564,0.000000,0.228571,0.000000,33.5,31094
67470,0.000000,1.000000,0.000000,43.9,25054
87728,0.000000,0.878412,0.000000,48.2,20114
56236,0.000000,1.000000,0.000000,33.4,35000
50119,0.000000,1.000000,0.000000,53.1,23141
62419,0.000000,1.000000,0.000000,54.7,22500
56670,0.000000,0.017639,0.022388,22,16607
17749,0.000000,1.000000,0.000000,33.6,25809
78144,0.000000,1.000000,0.000000,61.6,25769
75452,0.000000,0.933813,0.026010,38,28808
68648,0.000000,1.000000,0.000000,35.9,30547
28577,0.000000,0.990172,0.000000,50.4,17042
04614,0.000000,0.972963,0.005794,51,27393
26421,0.000000,0.982143,0.000000,54.4,9741
56732,0.000000,0.970202,0.015776,44.9,21397
87513,0.000000,0.898048,0.000000,43.9,20061
52769,0.000000,0.991189,0.000000,47.1,31042
23883,0.000000,0.495791,0.497054,49.4,34190
43933,0.000000,1.000000,0.000000,45.2,22050
23806,0.000000,0.020134,0.965324,19.4,3301
32970,0.000000,0.103976,0.896024,34.3,11027
88113,0.000000,0.655172,0.000000,32.3,28077
16655,0.000000,0.983114,0.000000,47.8,25793
95587,0.000000,1.000000,0.000000,63.8,
71276,0.000000,0.670103,0.329897,59.5,22159
87942,0.000000,0.967066,0.007984,47.9,18655
67631,0.000000,0.988439,0.011561,56,36944
67073,0.000000,1.000000,0.000000,36.9,30431
62536,0.000000,0.970238,0.000000,50,40152
43935,0.000000,0.911933,0.061064,45.8,24259
85343,0.000000,1.000000,0.000000,32.3,26603
38487,0.000000,0.800523,0.125572,37.9,19698
59724,0.000000,1.000000,0.000000,63,35833
39877,0.000000,0.621711,0.358553,53.4,16875
78632,0.000000,0.685749,0.000000,51.4,30729
48190,0.000000,0.832000,0.168000,51.9,30804
30259,0.000000,0.898228,0.065586,47.7,25821
36866,0.000000,0.651685,0.337079,45.2,22371
04575,0.000000,0.984615,0.015385,74.3,55417
01951,0.000000,0.979046,0.007948,49.9,50509
71726,0.000000,0.606523,0.361554,55.6,15877
76871,0.000000,0.995851,0.000000,55.2,25292
56294,0.000000,0.913043,0.000000,62.5,31875
37165,0.000000,0.964912,0.000000,53.5,19000
25235,0.000000,0.984704,0.000000,41.6,15893
25444,0.000000,1.000000,0.000000,62.7,55061
55614,0.000000,0.949329,0.011260,54,27692
81044,0.000000,0.960474,0.000000,38.7,26184
12922,0.000000,0.975610,0.024390,56.9,28000
50454,0.000000,1.000000,0.000000,73.3,20000
66779,0.000000,0.974235,0.000000,35.6,23125
50268,0.000000,0.985232,0.013713,45.9,21698
36271,0.000000,0.960479,0.025267,42.4,23790
49881,0.000000,1.000000,0.000000,45.9,15333
08042,0.000000,1.000000,0.000000,35,46250
78558,0.000000,0.961641,0.000000,30.2,18657
81084,0.000000,1.000000,0.000000,42.4,18636
12767,0.000000,1.000000,0.000000,34.8,
60033,0.000000,0.935790,0.001471,34,27742
37691,0.000000,1.000000,0.000000,37.4,14712
24866,0.000000,0.977419,0.000000,36,15474
83809,0.000000,1.000000,0.000000,45.9,34146
78884,0.000000,0.998976,0.001024,49.9,27093
18427,0.000000,1.000000,0.000000,48.4,21141
41862,0.000000,1.000000,0.000000,49.2,15174
46115,0.000000,0.988764,0.000000,47.5,27868
92327,0.000000,0.700557,0.174095,46.2,16175
18234,0.000000,1.000000,0.000000,29.6,18026
62031,0.000000,0.976077,0.000000,51.8,22875
28077,0.000000,0.856016,0.019724,41.5,14634
72368,0.000000,0.724713,0.262774,50.6,21012
78885,0.000000,0.941860,0.000000,62.3,50714
67561,0.000000,0.960756,0.007994,37.3,22041
39174,0.000000,0.025148,0.974852,20.9,
95939,0.000000,0.532374,0.067626,38,17083
26293,0.000000,1.000000,0.000000,36.6,27045
76932,0.000000,0.466346,0.007212,32.3,29899
95224,0.000000,0.956522,0.000000,54,
25106,0.000000,1.000000,0.000000,48.1,16400
95313,0.000000,0.802469,0.000000,32.6,32396
52774,0.000000,0.973684,0.000000,40.2,32857
74535,0.000000,0.855769,0.000000,27.7,15694
45164,0.000000,0.951128,0.000000,29.8,21042
33476,0.000000,0.310382,0.626452,33.5,15764
81069,0.000000,0.980392,0.002614,61.6,32487
23395,0.000000,0.638776,0.361224,43.9,21394
46130,0.000000,0.969547,0.008642,43.9,31365
65707,0.000000,0.957979,0.020774,46.3,22009
78850,0.000000,0.963247,0.000000,46.7,21742
56588,0.000000,0.978304,0.000000,60.8,30905
07865,0.000000,0.949974,0.045431,44.8,49393
40913,0.000000,0.863179,0.026157,35.1,13901
14145,0.000000,0.968485,0.008485,46,31117
57566,0.000000,0.038697,0.000000,20.7,12321
64074,0.000000,0.957958,0.000000,50.5,37813
77968,0.000000,0.987230,0.000000,39.8,40227
74117,0.000000,1.000000,0.000000,24.2,36359
66936,0.000000,0.983165,0.000000,54,21912
63625,0.000000,0.871642,0.068657,60.4,28250
71670,0.000000,0.585028,0.389748,53.6,20393
67737,0.000000,0.997664,0.002336,52.6,25833
87525,0.000000,0.743421,0.000000,27.8,19250
99622,0.000000,0.005731,0.000000,25.8,11793
79733,0.000000,0.919192,0.000000,33.2,30000
65756,0.000000,0.942136,0.002967,32.6,31563
58757,0.000000,0.087739,0.000000,23.6,17083
80428,0.000000,0.983562,0.006849,55.5,37188
25059,0.000000,1.000000,0.000000,52.3,24914
68044,0.000000,0.927308,0.000000,54.3,26125
14537,0.000000,1.000000,0.000000,30,
68620,0.000000,0.995988,0.000000,43.6,31073
12766,0.000000,1.000000,0.000000,51.1,41000
84031,0.000000,0.995455,0.000000,29.5,35625
69150,0.000000,0.967638,0.012945,53.5,26181
78963,0.000000,0.907155,0.030664,34.2,26138
68036,0.000000,0.735683,0.000000,44.9,27500
80830,0.000000,0.958333,0.000000,64,35536
50648,0.000000,0.977540,0.000000,34.1,35581
76377,0.000000,0.963415,0.003659,44.6,20444
47464,0.000000,0.985646,0.000000,48.3,22500
16256,0.000000,0.991867,0.006100,20.7,21834
13450,0.000000,0.915254,0.050847,51.8,
46595,0.000000,1.000000,0.000000,26.7,35078
36850,0.000000,0.321429,0.664723,49,15641
83414,0.000000,1.000000,0.000000,54.6,
72339,0.000000,0.138614,0.851485,62.4,12321
77362,0.000000,0.923008,0.036964,33.9,36157
67878,0.000000,0.850932,0.035611,32.6,26969
54490,0.000000,0.997497,0.000000,43.7,28500
50840,0.000000,0.975439,0.000000,39.8,24792
24053,0.000000,0.933638,0.057208,48.5,19133
36343,0.000000,0.507618,0.475069,49.6,20184
12070,0.000000,0.968137,0.022059,47.2,27456
72469,0.000000,0.960199,0.000000,46.3,20313
87347,0.000000,0.644860,0.000000,32,45865
49752,0.000000,0.716129,0.135484,34.7,14167
68934,0.000000,1.000000,0.000000,50.8,30750
98538,0.000000,0.887372,0.000000,48.8,35972
80644,0.000000,0.909628,0.003660,36.1,30959
66031,0.000000,0.575301,0.206325,29,11214
73620,0.000000,0.866604,0.016791,37.1,32026
04006,0.000000,0.957055,0.000000,52.5,13688
95950,0.000000,0.592191,0.000000,32.3,26490
78954,0.000000,0.923932,0.065812,60.4,32321
67352,0.000000,0.919662,0.000000,47.1,18902
29516,0.000000,0.510753,0.350538,38.6,20571
21561,0.000000,0.986889,0.006754,50.1,24934
27921,0.000000,0.819480,0.164055,39.9,39326
29335,0.000000,0.742101,0.201537,36.4,22238
47337,0.000000,0.966887,0.000000,29.9,27500
15492,0.000000,1.000000,0.000000,49.3,8929
23888,0.000000,0.678501,0.309665,45.8,26498
38749,0.000000,0.857143,0.142857,39.6,2499
45326,0.000000,0.995905,0.000000,36.5,32500
16416,0.000000,0.880435,0.000000,25.8,25833
13111,0.000000,0.992588,0.000000,48.3,17939
78597,0.000000,0.951331,0.007353,59,37321
05148,0.000000,0.980601,0.000000,46.5,39659
30756,0.000000,0.477778,0.000000,23.4,18125
01840,0.000000,0.475229,0.056402,33.8,15666
12722,0.000000,1.000000,0.000000,59.8,
58418,0.000000,0.969900,0.000000,56.9,25125
83610,0.000000,0.964968,0.000000,53.8,19093
67658,0.000000,0.992754,0.000000,48.6,44375
36754,0.000000,0.195467,0.804533,51,47059
87582,0.000000,0.588454,0.000000,34,
99758,0.000000,0.022422,0.000000,27.9,17955
56576,0.000000,0.976714,0.000000,48.3,25990
41838,0.000000,1.000000,0.000000,45.8,20714
57580,0.000000,0.829658,0.000000,48.2,27005
40844,0.000000,1.000000,0.000000,77.6,15721
67843,0.000000,0.933702,0.066298,63.6,
28447,0.000000,0.610837,0.265394,41.5,21493
58538,0.000000,0.054874,0.000361,27.1,22576
72675,0.000000,0.972527,0.000000,59.8,17248
38226,0.000000,0.986175,0.000000,61.1,25074
71642,0.000000,0.580517,0.397614,54.3,13693
99774,0.000000,0.000000,0.000000,25.5,
35441,0.000000,0.526553,0.473447,40.2,18911
43128,0.000000,0.949772,0.031133,36.7,25672
77622,0.000000,1.000000,0.000000,35.6,31132
79848,0.000000,0.620846,0.034743,49.2,22308
65589,0.000000,1.000000,0.000000,25.1,19750
24457,0.000000,0.782609,0.173913,61,15208
60113,0.000000,0.832861,0.036827,35.1,29000
25168,0.000000,0.961836,0.005452,36.6,22753
71422,0.000000,0.937538,0.052853,45.4,21924
93549,0.000000,0.808000,0.060000,60,22917
13665,0.000000,0.976319,0.016146,48,26857
67510,0.000000,0.996942,0.000000,51.2,29688
68926,0.000000,0.967922,0.001395,48.4,21607
67876,0.000000,0.976955,0.000000,33.9,36352
52325,0.000000,0.992239,0.000000,48.8,31771
13804,0.000000,0.978261,0.000000,45.8,24355
50573,0.000000,1.000000,0.000000,54.6,24688
72630,0.000000,0.977974,0.000000,54.4,17917
43106,0.000000,0.910030,0.024316,35.9,23974
81253,0.000000,1.000000,0.000000,63.7,25934
37807,0.000000,0.986951,0.006914,38,21550
04562,0.000000,0.990446,0.000000,55.4,35147
47175,0.000000,0.968310,0.000000,49.9,25078
58038,0.000000,0.955497,0.000000,37.6,47321
15752,0.000000,1.000000,0.000000,23.2,
84710,0.000000,0.951049,0.000000,31.6,28681
50433,0.000000,1.000000,0.000000,52.6,31304
72482,0.000000,0.963793,0.000000,48.3,17009
72561,0.000000,1.000000,0.000000,48.5,17938
14549,0.000000,1.000000,0.000000,56.7,31563
61424,0.000000,1.000000,0.000000,32.2,
12741,0.000000,0.983806,0.016194,47,36875
67442,0.000000,0.970696,0.000000,33.4,23125
27942,0.000000,0.256348,0.723096,51.5,19500
41557,0.000000,0.988312,0.000000,46.5,29543
58331,0.000000,0.884058,0.000000,70.3,13250
02047,0.000000,1.000000,0.000000,65.2,
79346,0.000000,0.908485,0.020435,33.1,21346
58058,0.000000,1.000000,0.000000,27.3,33125
54515,0.000000,0.981221,0.000000,55,25380
16940,0.000000,0.992958,0.000000,33.9,18125
12745,0.000000,1.000000,0.000000,50.4,30750
23176,0.000000,0.892116,0.107884,57.1,22258
72107,0.000000,0.059524,0.910714,50.3,17500
26586,0.000000,1.000000,0.000000,53,21550
73932,0.000000,0.822790,0.001676,37.2,26531
16259,0.000000,0.993048,0.000000,48.3,24286
40076,0.000000,0.982127,0.003487,50.5,25865
43342,0.000000,0.968864,0.001325,41.2,32347
68855,0.000000,0.978389,0.021611,37.9,30909
55111,0.000000,0.000000,1.000000,63.4,
62479,0.000000,0.999010,0.000000,34.6,26111
66944,0.000000,0.988439,0.000000,57.7,18333
72534,0.000000,1.000000,0.000000,32.4,23797
47125,0.000000,1.000000,0.000000,46.3,25286
40854,0.000000,1.000000,0.000000,37.3,15395
62323,0.000000,0.984293,0.000000,55.6,32109
62893,0.000000,0.988361,0.000000,46.1,27092
48028,0.000000,0.975705,0.000000,64.9,30978
63431,0.000000,1.000000,0.000000,60,
57043,0.000000,0.982696,0.000000,49.8,26333
04733,0.000000,1.000000,0.000000,58.3,17656
97410,0.000000,0.964824,0.000000,49.3,30066
36585,0.000000,0.703779,0.251277,36.1,19148
51551,0.000000,0.995602,0.000550,41.5,35944
96009,0.000000,1.000000,0.000000,56.5,35192
42721,0.000000,0.973692,0.006437,43.4,19403
12444,0.000000,0.991197,0.000000,55.2,22159
04777,0.000000,0.967213,0.000000,48.8,17061
21659,0.000000,0.756508,0.219755,54.8,29097
15546,0.000000,1.000000,0.000000,23.9,37891
68348,0.000000,0.994012,0.000000,45.2,31429
71971,0.000000,0.811861,0.000000,49.4,18304
64455,0.000000,0.970667,0.000000,48.2,24722
51401,0.000000,0.963412,0.023473,42.2,29542
63862,0.000000,0.634756,0.328659,39.7,16547
68725,0.000000,1.000000,0.000000,54.4,31287
71425,0.000000,1.000000,0.000000,32,
46799,0.000000,0.856459,0.000000,36.7,26161
58015,0.000000,0.996337,0.000000,46.6,34167
57470,0.000000,1.000000,0.000000,25.1,33125
44046,0.000000,0.976190,0.009700,34.4,27168
59927,0.000000,0.879679,0.000000,46.3,24420
27314,0.000000,0.980162,0.019838,45.6,23605
89310,0.000000,0.798611,0.000000,58.8,37610
66756,0.000000,0.933989,0.000000,45.7,17569
12172,0.000000,1.000000,0.000000,28.4,14348
60933,0.000000,1.000000,0.000000,47.4,27639
16843,0.000000,0.986301,0.013699,61.7,20982
98253,0.000000,0.965017,0.000000,55.9,30365
68040,0.000000,0.997763,0.000000,33.3,30250
80832,0.000000,0.808357,0.134006,46,26429
26146,0.000000,0.979705,0.000000,38.1,29702
13756,0.000000,1.000000,0.000000,49.3,28162
80624,0.000000,0.859765,0.007342,35.9,32109
67523,0.000000,0.986696,0.000000,48.2,29792
28350,0.000000,1.000000,0.000000,64,51722
99747,0.000000,0.027624,0.027624,27.8,24375
31091,0.000000,0.353656,0.608158,43.6,20177
13157,0.000000,0.922222,0.025926,63.7,21797
30148,0.000000,0.877375,0.000000,38.4,30313
16440,0.000000,0.992299,0.004400,47.5,26563
87013,0.000000,0.095769,0.000000,33,12967
26660,0.000000,1.000000,0.000000,55.1,25855
31825,0.000000,0.388257,0.596268,51.8,19529
62425,0.000000,1.000000,0.000000,51,26250
05340,0.000000,0.930390,0.064516,59.4,34330
31305,0.000000,0.575627,0.390377,43.6,20618
88046,0.000000,0.962141,0.014360,55,28469
58267,0.000000,0.988713,0.009029,49.4,30225
54530,0.000000,0.907990,0.032688,51.3,22941
66960,0.000000,1.000000,0.000000,30.7,21250
49642,0.000000,0.616690,0.318246,53.3,13833
61542,0.000000,0.972480,0.008986,47.1,30204
57266,0.000000,0.716088,0.000000,36.1,26250
32447,0.000000,0.141026,0.839744,16.5,
25534,0.000000,1.000000,0.000000,51.5,9519
50476,0.000000,0.990679,0.006658,44.8,28866
68424,0.000000,0.955102,0.000000,46.7,25473
02652,0.000000,1.000000,0.000000,54.8,35265
06353,0.000000,1.000000,0.000000,64.3,29911
73949,0.000000,0.746862,0.000000,39.1,29457
36742,0.000000,0.511196,0.471873,54.2,16822
58733,0.000000,1.000000,0.000000,47.3,32500
04951,0.000000,0.984504,0.000000,48.4,23125
21676,0.000000,0.839286,0.103175,36.4,31250
45729,0.000000,1.000000,0.000000,36.6,32122
84740,0.000000,1.000000,0.000000,46.2,11111
24093,0.000000,1.000000,0.000000,57.3,21845
23407,0.000000,0.137394,0.862606,21.2,
67143,0.000000,1.000000,0.000000,54.5,31250
41835,0.000000,0.973545,0.026455,53.6,16727
87006,0.000000,0.720085,0.000000,41.6,14244
39766,0.000000,0.796078,0.193464,35.9,32996
82637,0.000000,0.974173,0.000000,39.7,31054
95680,0.000000,0.077586,0.000000,14.1,
98639,0.000000,0.979432,0.012733,47.6,30194
87037,0.000000,0.004255,0.000000,31.3,11571
01225,0.000000,0.997791,0.000000,48.2,35631
16849,0.000000,1.000000,0.000000,55.8,33587
68466,0.000000,0.958797,0.000000,47.1,25066
97834,0.000000,0.962830,0.002398,61.3,22240
70390,0.000000,0.558765,0.425725,36.6,23105
59066,0.000000,0.259130,0.000000,30.7,18393
51520,0.000000,0.984694,0.000000,54.3,30446
61440,0.000000,0.993036,0.000000,48.1,31484
04854,0.000000,0.998717,0.000000,52.5,29861
61720,0.000000,1.000000,0.000000,34.1,37969
64746,0.000000,0.969547,0.000000,43.7,27145
04234,0.000000,1.000000,0.000000,52,29113
04475,0.000000,0.953271,0.000000,49.6,22946
35064,0.000000,0.048671,0.921336,36.6,21352
03864,0.000000,0.904906,0.027256,57.4,27411
12086,0.000000,0.989137,0.000000,51.6,30031
68058,0.000000,0.992727,0.000000,51.2,41696
87723,0.000000,0.817610,0.003145,70.1,9118
36311,0.000000,0.880215,0.070219,46.3,23780
76652,0.000000,0.970248,0.000000,49.1,18750
17974,0.000000,1.000000,0.000000,58.5,29474
76043,0.000000,0.939406,0.001731,40,26192
25653,0.000000,1.000000,0.000000,41.5,27738
20620,0.000000,0.815115,0.170715,47,32854
38761,0.000000,0.238742,0.748059,25.8,15030
45622,0.000000,1.000000,0.000000,62.1,
59735,0.000000,1.000000,0.000000,49,18828
72003,0.000000,0.937896,0.062104,47.5,25875
65440,0.000000,0.972561,0.000000,43.6,18750
13092,0.000000,0.980089,0.002032,41.5,30684
16926,0.000000,0.994530,0.002188,47.8,30268
05679,0.000000,0.991945,0.000000,41.2,28463
79782,0.000000,0.814643,0.007963,31.2,25980
97736,0.000000,0.711340,0.000000,48.8,30417
35481,0.000000,0.666310,0.292983,48.4,17841
76556,0.000000,0.938329,0.046058,48.8,25988
52154,0.000000,1.000000,0.000000,49.4,30438
50274,0.000000,0.996390,0.000000,43.7,
93220,0.000000,1.000000,0.000000,29.5,
51576,0.000000,0.991545,0.000000,39.7,48616
13020,0.000000,1.000000,0.000000,46.1,48125
63745,0.000000,1.000000,0.000000,56.9,23750
31542,0.000000,0.927636,0.072364,36.2,23333
58424,0.000000,1.000000,0.000000,57.2,25924
47034,0.000000,1.000000,0.000000,50.1,24091
43434,0.000000,0.945455,0.000000,55.2,30625
15450,0.000000,0.456671,0.468592,37.4,5299
49884,0.000000,0.852273,0.000000,52.4,18158
45370,0.000000,0.992949,0.000000,47.7,38413
35542,0.000000,0.985267,0.014733,53.2,21345
42323,0.000000,0.966475,0.000000,38.1,18110
89439,0.000000,0.977474,0.004096,54.1,35446
71640,0.000000,0.357974,0.624914,46,15601
42151,0.000000,1.000000,0.000000,31.7,
08095,0.000000,0.301724,0.000000,32.7,
98323,0.000000,0.992011,0.000000,37.5,32829
74530,0.000000,0.782857,0.000000,51.8,25000
07880,0.000000,1.000000,0.000000,41.6,
68064,0.000000,0.926129,0.031441,48.3,31786
68317,0.000000,0.958426,0.001663,35.5,39543
65061,0.000000,0.960813,0.000000,43.6,23098
64857,0.000000,0.912718,0.029925,31.5,22917
65062,0.000000,1.000000,0.000000,22.5,24063
98581,0.000000,0.985673,0.000000,73.1,25692
50581,0.000000,0.984127,0.000000,44.9,22443
39175,0.000000,0.398872,0.583040,48,23750
63653,0.000000,1.000000,0.000000,30.3,17150
99665,0.000000,0.142857,0.000000,29.8,21250
59527,0.000000,0.047069,0.000000,25.4,11611
34762,0.000000,0.893805,0.106195,58.8,21736
02713,0.000000,1.000000,0.000000,65.1,
25868,0.000000,1.000000,0.000000,52.2,30950
62811,0.000000,0.995283,0.000000,50,17130
50065,0.000000,0.994966,0.000000,34.3,21346
